key,0
#,
int32,str
0,"テストデータ"
1,"シュポシェのヒント（仮）"
2,"빛바랜 종이가 붙어 있다.


""3:34
나는 귀곡부대 1번 창부대 탐색반 소속 리델.
후속 부대를 위해 기록을 남긴다.""
""동굴 내에 떠다니는 녹색 빛을 '마도 전지'라 명명.
수집을 개시."""
3,"빛바랜 종이가 붙어 있다.


""3:55
4개째 '마도 전지'를 회수하자 모든 전지가 진동하기 시작.
분석을 위해 동굴 밖으로 가지고 나오자 소멸했다."""
4,"빛바랜 종이가 붙어 있다.


""4:12
통로를 가로막은 푸른 벽을 '마도 필드'라 명명.
이 벽은 '마도 단말'을 기동하면 소멸하는 것으로 확인."""
5,"빛바랜 종이가 붙어 있다.


""4:36
'마도 필드'가 재출현할 경우를 대비해 기록한다.
'마도 단말'은 전지 4개가 모이면 발생하는 진동으로 기동가능"""
6,"5:03 이 앞은 통로가 무너져 길이 막혔다.
한번 내려가면 돌아오지 못하므로, 후속 부대는 주의할 것."
7,"빛바랜 종이가 붙어 있다.


""5:45
또다시 강력한 마물과 교전. 이쪽에도 부상자 발생.
조사 속행 여부를 놓고 대원과 회의 중."""
8,"빛바랜 종이가 붙어 있다.


""6:22
기침이 심한 자가 다수. 원인은 알 수 없지만, 후퇴를 결단.
기록은 이만 끝내겠다. 후속 부대는 아무쪼록 주의할 것."""
9,"누군가 남긴듯한 기록을 발견했다.

선장님은 맑게 갠 날의 '푸른' 바다를 좋아하신다"
10,"누군가 남긴듯한 기록을 발견했다.

선장님은 고급 '적' 포도주를 좋아하신다"
11,"누군가 남긴듯한 기록을 발견했다.

선장님은 신선한 '녹색' 채소를 좋아하신다"
12,"그로부터 며칠이나 지났을까.
오늘, 울다하 모래늪에서 그 모험가를 만났다.
내가 사랑하는 사람이 신경 쓰던 모험가다.
그 모험가에게 속마음을 털어놓았다.
그리고 미래를 위해 살겠다고 자신에게 맹세했다."
13,"나와 그 사람이 함께 자란 고향으로 돌아왔다.
어릴 적에는 이 마을이 무척 넓은 줄 알았는데
지금은 어딘지 비좁게 느껴진다.
고향보다 넓은 세계를 알게 되었기 때문이리라.
그래, 나와 그 사람은 같은 꿈을 꿨다.
넓은 세계를 무대로 펼쳐지는, 가슴 설레는 모험을 꿈꿨다.
이 견딜 수 없이 비좁은 마을은 그 사람에게 어울리지 않는다.
모험을 떠나자.
그 사람과 함께 다시 한 번 모험을 떠나자."
14,"처음 온 모르도나.
크리스탈로 가득한 은빛눈물 호수가 아름답게 빛나며
마치 우리의 방문을 축복하는 듯했다.
호수 주변에서 그 사람과 마주 보며 보내는 행복한 한때.
날이 저물 때까지 둘만의 시간을 즐겼다.
영원히 함께하자…… 그 사람의 한마디가 정말로 기뻤다."
15,"요즘 왠지 그 사람의 안색이 좋지 않다.
역시 다날란에 온건 실수였다.
그 사람은 더운 걸 싫어하니까.
얼어붙을 듯이 추운 커르다스로 가자.
그러면 그 사람도 분명 건강해질 것이다.
그렇게 되면 귓가에 대고 속삭이는 것도 그만두겠지."
16,"응, 나도 알아.
자유롭게 움직일 수 있는 몸이 필요할 거야.

응, 그럼, 나도 알아.
그러니까 매일매일매일, 그렇게 속삭이지 않아도 돼.
아무 말 하지 않아도 당신이 무슨 생각하는지 나는 알아.
나는 당신 아내가 될 사람이잖아.
그러니까 그만 좀 속삭여.
당신에게 어울리는 몸을 찾아줄 테니까."
17,"미안해, 좀처럼 당신에게 어울리는 몸이 눈에 안 보여.
당신은 에오르제아에 이름을 떨치는 모험가가 될 예정이니
아무렇게나 고를 수도 없는걸.
그리고 나도 깨달았어.
몸만 있으면 아무 소용없다는걸.
훌륭한 모험가에게는 훌륭한 혼이 필요하지.
강한 몸에는 강한 혼이 깃들어야 하니까.
약한 혼밖에 없으면 잔뜩 모으는 수밖에.
조금만 더 참으면 되니까 기다려, 여보."
18,"여기엔몸이잔뜩있어
잔뜩잔뜩잔뜩잔뜩있어
그러니까당신도건강해질거야
건강해지면결혼식을올리자
우리는새로운세상으로떠나는거야

결혼식에는친구들을모두부르자
모두들웃는얼굴로우릴축복할거야

사이가정말좋았잖아우리는
다들선물을들고달려와주겠지
혼도순순히내놓을거야"
19,"운석이 비처럼 쏟아지고, 검은 그림자가 불을 뿜는다.
내가 체험한 모든 것을 후세에 전하기 위해
기사 파스칼레 누타유가 여기에 적는다.
그야말로 세계의 종말이 왔는지도 모른다.
병사들도 이구동성으로 '제7재해'가 닥쳤다며 아우성친다.
이 글을 읽는 사람은 진실이 무엇인지 알고 있을까?"
20,"지휘관 유헬메릭 경의 지시로
요새 내부 피해를 조사한 결과, 생각보다 상황이 심각했다.
그토록 견고했던 성벽이 무참히 무너진 것을 보라.
병사들은 성도로 철수하기를 바라고 있지만,
유헬메릭 경은 요새를 사수하기로 결단을 내렸다.
당연한 일이다. 어스름 요새는 성도를 지키는 방패이기 때문이다."
21,"무너진 잔해를 치우며 최선을 다해 구조 활동을 벌였지만,
고작 몇 명밖에 구해내지 못했다.
구조된 자들도 요 며칠 불어닥치는 한파로 점점 쇠약해지고 있다.
때아닌 눈이 내릴 정도로 추운 날씨가
다치고 녹초가 된 우리의 체력을 갉아먹는다.
아직도 성도에서 구조대는 오지 않는다."
22,"눈과 얼음에 갇힌 요새 안에서 반란이 일어났다.
비축된 식량이 곧 바닥난다는 사실을 알게 된 병사들이
유헬메릭 경에게 철수를 요구한 것이 계기였다.
그러나 유헬메릭 경은 끝까지 요새를 사수하겠다며 거부했다.
결국 처참한 전투가 벌어졌고, 수많은 목숨이 스러졌다.
불행 중 다행인 것은 신선한 고기를 얻었다는 것 뿐……."
