key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,Rarity,Pronoun,,PlaceName,HousingSize,ExteriorRoof,ExteriorWall,ExteriorWindow,ExteriorDoor,InteriorWall,InteriorFlooring,InteriorLighting,OtherFloorWall,OtherFloorFlooring,OtherFloorLighting,BasementWall,BasementFlooring,BasementLighting,MansionLighting
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,PlaceName,byte,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item,Item
262144,"",0,"",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262145,"해변의 아담한 목조 주택",0,"",0,0,1,0,0,22,0,6347,6374,6401,6410,6455,6458,6461,0,0,0,6455,6458,6461,0
262146,"해변의 아담한 복합조 주택",0,"",0,0,1,0,0,22,0,6348,6375,6402,6411,6455,6458,6461,0,0,0,6455,6458,6461,0
262147,"해변의 아담한 석조 주택",0,"",0,0,1,0,0,22,0,6349,6376,6403,6412,6455,6458,6461,0,0,0,6455,6458,6461,0
262148,"해변의 목조 주택",0,"",0,0,1,0,0,22,1,6350,6377,6401,6410,6455,6458,6462,6455,6458,6462,6455,6458,6462,0
262149,"해변의 복합조 주택",0,"",0,0,1,0,0,22,1,6351,6378,6402,6411,6455,6458,6462,6455,6458,6462,6455,6458,6462,0
262150,"해변의 석조 주택",0,"",0,0,1,0,0,22,1,6352,6379,6403,6412,6455,6458,6462,6455,6458,6462,6455,6458,6462,0
262151,"해변의 대형 목조 주택",0,"",0,0,1,0,0,22,2,6353,6380,6401,6410,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463
262152,"해변의 대형 복합조 주택",0,"",0,0,1,0,0,22,2,6354,6381,6402,6411,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463
262153,"해변의 대형 석조 주택",0,"",0,0,1,0,0,22,2,6355,6382,6403,6412,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463
262154,"숲속의 아담한 목조 주택",0,"",0,0,1,0,0,23,0,6356,6383,6404,6413,6456,6459,6464,0,0,0,6456,6459,6464,0
262155,"숲속의 아담한 복합조 주택",0,"",0,0,1,0,0,23,0,6357,6384,6405,6414,6456,6459,6464,0,0,0,6456,6459,6464,0
262156,"숲속의 아담한 석조 주택",0,"",0,0,1,0,0,23,0,6358,6385,6406,6415,6456,6459,6464,0,0,0,6456,6459,6464,0
262157,"숲속의 목조 주택",0,"",0,0,1,0,0,23,1,6359,6386,6404,6413,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262158,"숲속의 복합조 주택",0,"",0,0,1,0,0,23,1,6360,6387,6405,6414,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262159,"숲속의 석조 주택",0,"",0,0,1,0,0,23,1,6361,6388,6406,6415,6456,6459,6465,6456,6459,6465,6456,6459,6465,0
262160,"숲속의 대형 목조 주택",0,"",0,0,1,0,0,23,2,6362,6389,6404,6413,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262161,"숲속의 대형 복합조 주택",0,"",0,0,1,0,0,23,2,6363,6390,6405,6414,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262162,"숲속의 대형 석조 주택",0,"",0,0,1,0,0,23,2,6364,6391,6406,6415,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466
262163,"오아시스의 아담한 목조 주택",0,"",0,0,1,0,0,24,0,6365,6392,6407,6416,6457,6460,6467,0,0,0,6457,6460,6467,0
262164,"오아시스의 아담한 복합조 주택",0,"",0,0,1,0,0,24,0,6366,6393,6408,6417,6457,6460,6467,0,0,0,6457,6460,6467,0
262165,"오아시스의 아담한 석조 주택",0,"",0,0,1,0,0,24,0,6367,6394,6409,6418,6457,6460,6467,0,0,0,6457,6460,6467,0
262166,"오아시스의 목조 주택",0,"",0,0,1,0,0,24,1,6368,6395,6407,6416,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262167,"오아시스의 복합조 주택",0,"",0,0,1,0,0,24,1,6369,6396,6408,6417,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262168,"오아시스의 석조 주택",0,"",0,0,1,0,0,24,1,6370,6397,6409,6418,6457,6460,6468,6457,6460,6468,6457,6460,6468,0
262169,"오아시스의 대형 목조 주택",0,"",0,0,1,0,0,24,2,6371,6398,6407,6416,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262170,"오아시스의 대형 복합조 주택",0,"",0,0,1,0,0,24,2,6372,6399,6408,6417,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262171,"오아시스의 대형 석조 주택",0,"",0,0,1,0,0,24,2,6373,6400,6409,6418,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469
262172,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6455,6458,6461,0,0,0,0,0,0,0
262173,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6456,6459,6464,0,0,0,0,0,0,0
262174,"",0,"",0,0,1,0,0,0,0,0,0,0,0,6457,6460,6467,0,0,0,0,0,0,0
262175,"동방의 아담한 목조 주택",0,"",0,0,1,0,0,2402,0,20680,20689,20698,20701,20716,20718,20720,0,0,0,20716,20718,20720,0
262176,"동방의 아담한 남방식 주택",0,"",0,0,1,0,0,2402,0,20681,20690,20699,20702,20716,20718,20720,0,0,0,20716,20718,20720,0
