#,Text
0,
1,우주 임무의 목표를 달성했습니다!
2,우주 임무의 목표를 달성했습니다!
3,[우주 개척 임무 전용 아이템]
4," 진행할 수 있는 연구는 모두 완료했엄!
다음 연구 방침이 정해질 때까지 대기해 줄 수 있을까나?"
5,"의 연구 데이터를 충분히 분석했엄!
행성 연구소에 한번 와줄 수 있을까나~?"
6,"의 우주 연구 공헌에 관한
데이터 분석은 이 정도 진척됐엄!"
7,"이건…… 이렇게 됐으니……
그건 분명…… 그렇게 돼서……."
8,"행성 연구소에서 사용하는 연구 모듈은
마법대학에서 쓰는 걸 기반으로 만들었엄~"
9,"우주 연구가 진전되면
더욱더 계획에 도움이 되는 도구를 만들 수 있을 거얌!"
10,"수준 높은 연구를 하려면 더 자세한 데이터가 필요햄~
그러니까 열심히 도와줬으면 좋겠엄~!"
11,여러 분야의 연구를 진행하면 전체적으로 효율이 오를 거얌~!
12,"지직…… 어라…… 지직……
연결…… 돼…… 이상, 넴…… 지지직……"
13,"행성 파엔나의 자원은 참 흥미롭구남!
연구가 너무 잘됌~!"
14,"행성 파엔나의 식물은 독특한 구조로 되어 있넴~
현미경으로 보면 반짝거려서 정말 예뻠……."
15,"캡슐 협곡 구덩이의 구조를 계측해 봤엄.
겹겹이 쌓인 구슬 아래는 까마득한 어둠…… 절대 빠지면 안 됌!"
16,"퓨징웨이 분화구에서 새빨갛게 끓는 유리도
식어서 굳으면 색이 엄청 화려해졈~!"
17, 공사 예정지
