key,0,1
#,Item,Name
int32,Item,str
0,0,""
1,7778,"목수의 비전서: 제1권"
2,7779,"대장장이의 비전서: 제1권"
3,7780,"갑주제작사의 비전서: 제1권"
4,7781,"보석공예가의 비전서: 제1권"
5,7782,"가죽공예가의 비전서: 제1권"
6,7783,"재봉사의 비전서: 제1권"
7,7784,"연금술사의 비전서: 제1권"
8,7785,"요리사의 비전서: 제1권"
9,7786,"목수의 비전서: 환상의 프리즘"
10,7787,"대장장이의 비전서: 환상의 프리즘"
11,7788,"갑주제작사의 비전서: 환상의 프리즘"
12,7789,"보석공예가의 비전서: 환상의 프리즘"
13,7790,"가죽공예가의 비전서: 환상의 프리즘"
14,7791,"재봉사의 비전서: 환상의 프리즘"
15,7792,"연금술사의 비전서: 환상의 프리즘"
16,7793,"요리사의 비전서: 환상의 프리즘"
17,8135,"목수의 비전서: 데미마테리아"
18,8136,"대장장이의 비전서: 데미마테리아"
19,8137,"갑주제작사의 비전서: 데미마테리아"
20,8138,"보석공예가의 비전서: 데미마테리아"
21,8139,"가죽공예가의 비전서: 데미마테리아"
22,8140,"재봉사의 비전서: 데미마테리아"
23,8141,"연금술사의 비전서: 데미마테리아"
24,9336,"목수의 비전서: 제2권"
25,9337,"대장장이의 비전서: 제2권"
26,9338,"갑주제작사의 비전서: 제2권"
27,9339,"보석공예가의 비전서: 제2권"
28,9340,"가죽공예가의 비전서: 제2권"
29,9341,"재봉사의 비전서: 제2권"
30,9342,"연금술사의 비전서: 제2권"
31,9343,"요리사의 비전서: 제2권"
32,12244,"목수의 비전서: 제3권"
33,12245,"대장장이의 비전서: 제3권"
34,12246,"갑주제작사의 비전서: 제3권"
35,12247,"보석공예가의 비전서: 제3권"
36,12248,"가죽공예가의 비전서: 제3권"
37,12249,"재봉사의 비전서: 제3권"
38,12250,"연금술사의 비전서: 제3권"
39,12251,"요리사의 비전서: 제3권"
40,14126,"목수의 비전서: 제4권"
41,14127,"대장장이의 비전서: 제4권"
42,14128,"갑주제작사의 비전서: 제4권"
43,14129,"보석공예가의 비전서: 제4권"
44,14130,"가죽공예가의 비전서: 제4권"
45,14131,"재봉사의 비전서: 제4권"
46,14132,"연금술사의 비전서: 제4권"
47,14133,"요리사의 비전서: 제4권"
48,17869,"목수의 비전서: 제5권"
49,17870,"대장장이의 비전서: 제5권"
50,17871,"갑주제작사의 비전서: 제5권"
51,17872,"보석공예가의 비전서: 제5권"
52,17873,"가죽공예가의 비전서: 제5권"
53,17874,"재봉사의 비전서: 제5권"
54,17875,"연금술사의 비전서: 제5권"
55,17876,"요리사의 비전서: 제5권"
56,22309,"목수의 비전서: 제6권"
57,22310,"대장장이의 비전서: 제6권"
58,22311,"갑주제작사의 비전서: 제6권"
59,22312,"보석공예가의 비전서: 제6권"
60,22313,"가죽공예가의 비전서: 제6권"
61,22314,"재봉사의 비전서: 제6권"
62,22315,"연금술사의 비전서: 제6권"
63,22316,"요리사의 비전서: 제6권"
64,0,""
65,0,""
66,0,""
67,0,""
68,0,""
69,0,""
70,0,""
71,0,""
