key,0
#,Text
int32,str
0,""
1,"<Highlight>ObjectParameter(56)</Highlight>에서 나가시겠습니까?"
2,"혼자 나가기"
3,"파티와 같이 나가기"
4,"취소"
5,"<Sheet(BNpcName,IntegerParameter(1),0)/> 격파"
6,"???"
7,"임무 진행도"
8,"인스턴스에서 퇴장합니다."
9,"어디로 이동하시겠습니까?
현재 위치: <Highlight>StringParameter(1)</Highlight>"
10,"시작 지점"
11,"취소"
12,""
13,""
14,""
15,""
16,""
17,""
18,""
19,""
20,""
21,""
22,""
23,""
24,""
25,""
26,""
27,"탈출 지점이 나타났습니다."
28,"길드 작전"
29,""
30,""
31,""
32,""
33,""
34,""
35,""
36,""
37,""
38,""
39,""
40,""
41,""
42,""
43,""
44,""
45,""
46,""
47,""
48,""
49,""
50,""
51,""
52,""
53,""
54,""
55,""
56,""
57,""
58,""
59,""
60,""
61,""
62,""
63,""
64,""
65,""
66,""
67,""
68,""
69,""
70,""
71,""
72,""
73,""
74,""
75,""
76,""
77,""
78,""
79,""
80,""
81,""
82,""
83,""
84,""
85,""
86,""
87,""
88,""
89,""
90,""
91,""
92,""
93,""
94,""
95,""
96,""
97,""
98,""
99,""
100,""
101,""
102,""
103,""
104,""
105,""
106,""
107,""
108,""
1000,"사교의 염주 입수"
1001,"사교의 보주 파괴"
1002,"봉인 결계 소멸"
1003,"피비린내 나는 복수를 위해 '문'을 연 어리석은 자는
네놈이 아닌 모양이군……. 하지만 결과는 마찬가지다."
1004,"기왕 이렇게 됐으니…… 네놈의 정신은 어떤 맛인지
뇌수를 빨면서 음미해보자꾸나!"
1100,"작은 열쇠 보유 수"
1101,"피로 쓴 쪽지 입수"
1102,"겨우살이 열쇠 입수"
1103,"패랭이꽃 열쇠 입수"
1200,"마도 전지 보유 수"
1201,"'벌거벗은 자의 방' 마도 단말 작동"
1202,"'고문의 방' 문 개방"
1203,"'어리석은 자의 방' 마도 단말 작동"
1300,"임무가 완료된 걸 확인했다!
보상을 받으러 와라."
1301,"적 섬멸"
1302,"<Sheet(BNpcName,IntegerParameter(1),0)/> 처치"
1303,"<Sheet(BNpcName,IntegerParameter(1),0)/> 포획"
1304,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 목적지까지 호위"
1305,"좋아, 임무 완료!
보상을 줄 테니 이리 모여봐."
1306,"수고하셨어요. 임무를 달성하셨군요!
그럼 이제 보상을 받으러 오세요."
1307,"하하하하! 실력이 제법인데!
자, 승리를 축하하는 뜻에서 보상을 줄게!"
1308,"멋진 솜씨였네!
어서 보상을 받으러 오게."
1400,"적 집단을 하나씩 격파하라"
1401,"<Sheet(BNpcName,IntegerParameter(1),0)/>에게 발각당하면
모든 적이 동시에 덤벼든다.
적의 시야에 주의하면서
주변 마물을 각개격파하라."
1402,"<Sheet(BNpcName,IntegerParameter(1),0)/>에게 발각당하면
모든 적이 동시에 덤벼든다.
적의 시야에 주의하면서 주변 마물을 각개격파하라."
1403,"다들 조급해하지 마!
적 집단을 하나씩 처리하라고!"
1404,""
1405,"적의 지원군이 나타났다! 경계 중인 적한테는
함부로 손대지 마라!"
1406,"잘하고 있어! 구부한테 들키지 않고
잔챙이를 처리하다니, 제법인데!"
1407,"구부가 우릴 눈치챘다!
다른 잔챙이들을 처치해서 머릿수를 줄여!"
1408,"쓰러져 있을 때가 아니야!
얼른 일어나서 전선에 복귀해라!"
1409,"도저히 못 봐주겠군!
자자, 진정하고 전열을 가다듬어!"
1410,"꽤 맷집 있는 상대지만
계속 그렇게 밀어붙이면 돼!"
1411,"녀석도 궁지에 몰린 모양이다!
이대로 단숨에 숨통을 끊어버려!"
1500,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EB8A94FF04EC9D80</13> 지원군을 부른다.
역할을 분담하여 대처하라."
1501,"<Sheet(BNpcName,IntegerParameter(1),0)/>의 공격 방법이 늘어났다. 주의하며 전투하라."
1502,"<Sheet(BNpcName,IntegerParameter(1),0)/>의 공격 방법이 더 늘어났다. 주의하며 전투하라."
1503,"체력이 높은 사람은 적의 주의를 끌어라!"
1504,"공격을 맡은 사람은 적의 측면이나 후방으로 파고들어라!"
1505,"적 지원군이 나타났다!"
1506,"또 지원군이다! 이번엔 아까랑 다른 녀석이 있어!"
1600,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 섬멸하고 관문을 열어라."
1601,"적을 섬멸하여 안전을 확보하고,
레버를 조작하여 관문을 열어라."
1602,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EBA5BCFF04EC9D84</13> 신속히 처치하라."
1603,"앗, 뒤에서도 적이 온다!
약한 여우원숭이부터 집중 공격해서 머릿수를 줄여라!"
1604,"자, 이제 레버를 당겨서 관문을 열어!"
1605,"꾸물거리지 마! 오른쪽 암벽에서
긴다리거미가 곧 뛰쳐나올 거야!"
1606,"긴다리거미가 또 나타났어!
어서 저 개구리를 후딱 해치워버려!"
1607,"드디어 긴다리거미 놈들께서 납셨군!
먼저 저놈들을 처리해라!"
1608,"또 왔다! 긴다리거미부터
처치하지 않으면 계속 밀릴 거야!"
1609,"실력이 제법인데!
훌륭한 속공 전술이었어!"
1610,"암벽이 무너지겠어!
이러다간 긴다리거미들이 쏟아져나올 거다!"
1611,"또 암벽이 무너질 것 같아!
긴다리거미가 곧 나타날 테니 준비해라!"
1612,"좋아! 안전을 확보했으면
레버를 찾아 조작해라!"
1613,"여우원숭이부터 처치하라고 분명히 말했을 텐데,
어지간히 무식하게들 밀어붙이는군."
1614,"좋아! 여우원숭이를 먼저 처리하니
전투가 잘 풀리는데!"
1615,"긴다리거미를 모두 물리쳤구나!
하지만 아직 방심하지 마!"
1616,"관문이 열렸다!
준비를 갖추고 전진하라!"
1617,"좋아, 두 번째 관문이 열렸다!
계속 전진, 전진!"
1618,"좋아, 세 번째 관문도 돌파했다!
드디어 다음이 마지막이야!"
1619,"푸크를 모두 처치해!
그럼 관문이 열릴 거다!"
1700,"<Sheet(BNpcName,IntegerParameter(1),0)/><13>FF1202280EFF09424E70634E616D65E8020103FF04EB8A94FF04EC9D80</13> <Sheet(BNpcName,IntegerParameter(2),0)/>의 체력을 회복시킨다."
1701,"불 정령을 처치해서 얻을 수 있는 핵으로, 향초에 불을 붙여 수면 가스를 발생시켜라."
1702,"이 임무의 목적은 길거북을 산 채로 사로잡는 거다!
먼저 녀석의 힘을 빼놓아야 해!"
1703,"도적들이 회복마법을 쓰고 있다!
길거북을 이쪽으로 유인해야 돼!"
1704,"길거북은 충분히 힘이 빠진 모양이군!
이제 불 정령한테서 핵을 채취해라!"
1705,"불 정령의 핵으로
내 눈앞에 있는 향초에 불을 붙여!"
1706,"좋아, 최면 가스가 나오기 시작했어!
어서 길거북을 유인해!"
1707,"잘 자라, 길거북아!
이것으로 임무 완료!"
1708,"저건 뭐지? 예상치 못한 마물이야!
방해하게 둘 순 없으니 처치해!"
1709,"불 정령의 핵이 식었다고?
그럼 다시 한 번 구하면 되지!"
1710,"잠깐, 길거북을 죽일 셈이야?
생포하지 못하면 임무 실패라고!"
1711,"맙소사……
길거북이 죽어버렸잖아!"
1712,"기운이 넘칠 땐 잠들지 않아!
힘을 더 빼놓은 다음에 수면 가스를 흡입시켜!"
1713,"아직 향초에 불을 붙일 때가 아니야.
먼저 길거북의 힘을 더 빼놓으라고!"
1714,"불 정령의 핵 보유 수"
1715,"도적들이 움직이기 시작했어!
냉큼 쫓아버려!"
1800,"독가루 안갯속에 들어가지 않도록 주의하며 전투하라."
1801,"독가루 안개의 위치에 주의하며 움직이는 적을 처치하라."
1802,"요괴꽃의 독가루 안개를 조심해라!
안전한 곳으로 적을 유인해서 공격해!"
1803,"잘하고 있다!
그대로 요괴꽃을 끌어내!"
1804,"독가루 안개가 퍼진 곳에는 들어가지 마라!
적을 잘 유도해야 해!"
1805,"독가루 안개에 들어가면
체력을 빼앗긴다! 어서 나와!"
1806,"적이 이쪽을 향해 독가루 안개를 뿜고 있다!
독가루 안개가 퍼진 곳을 확인하며 이동해라!"
1807,"독가루 안개는
시간이 지나면 흩어지는 모양이군……."
1808,"요괴꽃이 독가루 안개를 뿜었다!
함부로 접근하지 마라!"
1809,"그런 식으로 독가루 안개에서
적을 끌어내면서 싸우도록 해라!"
1810,"좋아, 우리가 우세하다!
그런 식으로 안전을 확보하며 싸워라!"
1811,"어떻게 싸워야 하는지 감이 잡혔나 본데!
좋아, 막 밀어붙여!"
1900,"한꺼번에 많은 적을 상대하면 위험하다.
돌아다니는 도적들을 각개격파하라."
1901,"적의 지원군을 경계하라."
1902,"회복마법을 쓰는 환술사를 우선적으로 노려라."
1903,"전 부대, 무기 들고 다 튀어나와!"
1904,"제길! 케알 쓸 줄 아는 녀석 오라고 해!"
1905,"이런 젠장! 아무나 빨리 오라니까!"
1906,"순찰 중인 도적에 주의하라!"
1907,"도적 두목은 지원군을 부른다!
항상 주위를 경계하라!"
1908,"도적들의 지원군을 조심해라!
특히 회복마법을 쓰는지 경계해라!"
1909,"순찰 중인 적에게 들키면 난전이 벌어진다!
멀리 떨어진 위치에서 싸워라!"
1910,"회복마법을 쓰는 자를 먼저 쳐라!
내버려두면 싸움이 길어진다!"
1911,"도적 두목은 상당한 실력자다!
방어 역할이 나서서 강력한 공격을 받아내라!"
1912,"적의 지원군이 왔다!
회복마법을 쓰는 자를 가장 먼저 공격해라!"
1913,"또 지원군이 나타났다!
방심하지 말고 상대하라!"
1914,"누가 회복마법을 쓰는지
잘 보고 확실하게 공격해라!"
1915,"처치 대상이 회복을 받고 있다!
누가 회복마법을 쓰고 있는지 파악해라!"
1916,""
2000,"지원 물자 아이템을 효과적으로 활용하라."
