key,0,1
#,,
int32,uint16,str
0,0,""
1,1002,"나이트"
2,1016,"몽크"
3,1004,"전사"
4,1010,"용기사"
5,1026,"음유시인"
6,1021,"닌자"
7,1042,"백마도사"
8,1033,"흑마도사"
9,1036,"소환사"
10,1043,"학자"
11,1099,"제작자 및 채집가 도구"
12,2001,"프린세스데이"
13,2002,"프린세스데이: 2016"
14,2003,"프린세스데이: 2017"
15,2004,"프린세스데이: 2018"
16,2005,"프린세스데이: 2020"
17,2006,"프린세스데이: 2021"
18,2007,"프린세스데이: 2023"
19,2101,"알 사냥 축제"
20,2102,"알 사냥 축제: 2017"
21,2103,"알 사냥 축제: 2020"
22,2104,"알 사냥 축제: 2021"
23,2105,"알 사냥 축제: 2022"
24,2106,"알 사냥 축제: 2024"
25,2201,"골드 소서 축제: 2025"
26,3001,"불꽃축제"
27,3002,"불꽃축제: 2016"
28,3003,"불꽃축제: 2017(1)"
29,3004,"불꽃축제: 2017(2)"
30,3005,"불꽃축제: 2018"
31,3006,"불꽃축제: 2019"
32,3007,"불꽃축제: 2020"
33,3008,"불꽃축제: 2021"
34,3009,"불꽃축제: 2023"
35,3010,"불꽃축제: 2024"
36,4001,"수호천절"
37,4002,"수호천절: 2015"
38,4003,"수호천절: 2016"
39,4004,"수호천절: 2017"
40,4005,"수호천절: 2018"
41,4006,"수호천절: 2022"
42,4007,"수호천절: 2023"
43,4008,"수호천절: 2025"
44,5101,"강신제"
45,5102,"강신제: 2014"
46,5103,"강신제: 2015"
47,5104,"강신제: 2016"
48,5105,"강신제: 2017"
49,5106,"강신제: 2018"
50,5107,"강신제: 2019"
51,5108,"강신제: 2020"
52,5109,"강신제: 2021"
53,5110,"강신제: 2022"
54,5111,"강신제: 2023"
55,5201,"발렌티온데이"
56,5202,"발렌티온데이: 2016"
57,5203,"발렌티온데이: 2017"
58,5204,"발렌티온데이: 2020"
59,5205,"발렌티온데이: 2021"
60,5206,"발렌티온데이: 2022"
61,5207,"발렌티온데이: 2024"
62,5001,"별빛축제"
63,5002,"별빛축제: 2015"
64,5003,"별빛축제: 2016"
65,5004,"별빛축제: 2017"
66,5005,"별빛축제: 2019"
67,5006,"별빛축제: 2024"
68,6001,"파이널판타지11: 별의 노래"
69,6002,"파이널판타지13: 섬광 강림"
70,6003,"파이널판타지15: 영웅을 위한 야상곡"
71,6004,"파이널판타지16: 염영의 여로"
72,6005,"드래곤 퀘스트 X"
73,6006,"요괴워치"
74,6007,"폴 가이즈"
75,7001,"업적"
76,7002,"업적: 전투"
77,7003,"업적: PvP"
78,7004,"업적: 캐릭터"
79,7005,"업적: 아이템"
80,7006,"업적: 제작 및 채집"
81,7007,"업적: 퀘스트"
82,7008,"업적: 총사령부"
83,8001,"각종 특전"
84,8002,"특전: 신생 에오르제아"
85,8003,"특전: 창천의 이슈가르드"
86,8004,"특전: 홍련의 해방자"
87,8005,"특전: 칠흑의 반역자"
88,8006,"특전: 효월의 종언"
89,8007,"특전: 황금의 유산"
90,8008,"특전: 기타"
91,8009,"누적 결제 보상"
92,8010,"누적 결제 보상(업적 화폐)"
93,8011,"팬페스티벌 특전"
94,8012,"기타 이벤트 특전"
95,9007,"알피노/알리제"
96,9001,"민필리아"
97,9002,"산크레드"
98,9003,"야슈톨라"
99,9004,"위리앙제"
100,9005,"파파리모"
101,9006,"이다/리세"
102,9008,"쿠루루"
103,9103,"힐디브랜드"
104,9104,"에다"
105,9102,"갈론드 아이언웍스"
106,9101,"시드"
107,9106,"창천기사단"
108,9105,"아이메리크"
109,9107,"이젤"
110,9108,"히엔"
111,9109,"고우세츠"
112,9110,"알마"
113,9112,"린"
114,9113,"가이아"
115,9111,"오메가"
116,10001,"옛 모조"
117,2008,"프린세스데이: 2025"
118,10115,"애슬레저"
119,10116,"가죽 끈장식"
120,10117,"얼터너티브"
121,9009,"그라하 티아"
122,9114,"제로"
123,10301,"WAR OF THE VISIONS"
124,3011,"불꽃축제: 2025"
125,9115,"아제마"
126,9116,"갈라테아 마그나"
127,10302,"파이널판타지 택틱스"
128,10304,"판타지안 네오 디멘션"
129,10118,"동방풍 최첨단"
130,10303,"파이널판타지 9"
131,1101,"목수"
132,1102,"대장장이"
133,1103,"갑주제작사"
134,1104,"보석공예가"
135,1105,"가죽공예가"
136,1106,"재봉사"
137,1107,"연금술사"
138,1108,"요리사"
139,1109,"광부"
140,1110,"원예가"
141,1111,"어부"
142,11001,"모그리"
143,11002,"카벙클"
144,11003,"뚱냥이"
145,10101,"풍아"
146,10102,"천사/악마"
147,10103,"동방 신선"
148,10104,"나타 "
149,10105,"집사/메이드"
150,10106,"왕족/귀족"
151,10107,"문객/변재천"
152,10108,"공작"
153,10109,"동화"
154,10110,"세계 의상"
155,10111,"교복"
156,10112,"쿠가네풍"
157,10113,"힙 스트리트"
158,10114,"마도"
159,10201,"동방 공자/가인"
160,10202,"동방 현인"
161,10203,"동방 무관/여관"
162,10204,"동방 귀인/미인"
163,10205,"동방 도령/낭자"
164,10206,"동방 무신/미희"
165,10207,"東方書生・女学生"
166,10208,"동방 풍류객/술사"
167,10209,"동방 방랑예인"
168,5208,"발렌티온데이: 2026"
169,2107,"알 사냥 축제: 2026"
170,2009,"프린세스데이: 2026"
171,10119,"일상용 튜닉"
172,9117,"스펜"
173,9118,"벚꽃의 요자쿠라"
174,1027,"기공사"
175,1005,"암흑기사"
176,1044,"점성술사"
177,1017,"사무라이"
178,1037,"적마도사"
179,1050,"청마도사"
180,1006,"건브레이커"
181,1028,"무도가"
182,1011,"리퍼"
183,1045,"현자"
184,1022,"바이퍼"
185,1038,"픽토맨서"
186,1051,"마수조련사"
187,0,""
188,0,""
189,12701,"이후이카 투무"
190,12702,"워코 조모"
191,12703,"하늘심연 세노테"
192,12704,"뱅가드"
193,12705,"오리제닉스"
194,12706,"알렉산드리아"
195,12707,"유웨야와타"
196,12708,"언더킵"
197,12709,"메인 터미널"
198,12710,"안개여로"
199,12711,"클리테우스 마도 공장"
