key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
#,Singular,Adjective,Plural,PossessivePronoun,StartsWithVowel,,Pronoun,Article,,Name,Icon,Action,StackSize,,Quest,CastTime,CastTimeline,Timeline
int32,str,sbyte,str,sbyte,sbyte,sbyte,sbyte,sbyte,bit&01,str,Image,Action,byte,byte,Quest,byte,EventItemCastTimeline,byte
2000000,"",0,"",0,0,1,0,0,False,"",0,0,1,1,0,0,0,0
2000001,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000002,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000003,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000004,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000005,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000006,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000007,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000008,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000009,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000010,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000011,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000012,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000013,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000014,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000015,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000016,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000017,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000018,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000019,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
2000020,"",0,"",0,0,0,0,0,False,"",0,0,0,0,0,0,0,0
